mortgages_grouped_by,category,postcode_region,date,number_of_sales
Number of first-time buyer sales by Property Value,£250001 +,North West,Q2-2019,1097
Number of first-time buyer sales by Property Value,£250001 +,North West,Q2-2021,1918
Number of first-time buyer sales by Property Value,£250001 +,North West,Q3-2017,849
Number of first-time buyer sales by Property Value,£250001 +,North West,Q3-2018,997
Number of first-time buyer sales by Property Value,£250001 +,North West,Q3-2019,1134
Number of first-time buyer sales by Property Value,£250001 +,North West,Q3-2020,1354
Number of first-time buyer sales by Property Value,£250001 +,North West,Q3-2021,1561
Number of first-time buyer sales by Property Value,£250001 +,North West,Q4-2017,894
Number of first-time buyer sales by Property Value,£250001 +,North West,Q4-2018,1001
Number of first-time buyer sales by Property Value,£250001 +,North West,Q4-2019,1083
Number of first-time buyer sales by Property Value,£250001 +,North West,Q4-2021,1462
Number of first-time buyer sales by Property Value,£250001 +,North West,Q4-2020,1812
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q1-2017,36
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q1-2018,50
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q1-2019,65
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q1-2020,84
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q1-2021,155
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q2-2017,48
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q2-2020,48
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q2-2019,63
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q2-2018,67
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q2-2021,213
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q3-2017,65
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q3-2018,92
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q3-2019,98
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q3-2020,100
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q3-2021,194
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q4-2017,61
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q4-2018,72
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q4-2019,97
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q4-2021,136
Number of first-time buyer sales by Property Value,£250001 +,Northern Ireland,Q4-2020,170
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q1-2017,382
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q1-2018,405
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q1-2019,457
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q1-2020,467
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q1-2021,943
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q2-2020,262
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q2-2017,536
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q2-2018,595
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q2-2019,619
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q2-2021,872
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q3-2017,498
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q3-2018,563
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q3-2019,632
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q3-2020,676
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q3-2021,1066
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q4-2017,483
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q4-2018,586
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q4-2019,599
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q4-2021,997
Number of first-time buyer sales by Property Value,£250001 +,Scotland,Q4-2020,1096
Number of first-time buyer sales by Property Value,£250001 +,South East,Q1-2017,3844
Number of first-time buyer sales by Property Value,£250001 +,South East,Q1-2019,4167
Number of first-time buyer sales by Property Value,£250001 +,South East,Q1-2018,4286
Number of first-time buyer sales by Property Value,£250001 +,South East,Q1-2020,4690
Number of first-time buyer sales by Property Value,£250001 +,South East,Q1-2021,7254
Number of first-time buyer sales by Property Value,£250001 +,South East,Q2-2020,2759
Number of first-time buyer sales by Property Value,£250001 +,South East,Q2-2017,4594
Number of first-time buyer sales by Property Value,£250001 +,South East,Q2-2019,5016
Number of first-time buyer sales by Property Value,£250001 +,South East,Q2-2018,5033
Number of first-time buyer sales by Property Value,£250001 +,South East,Q2-2021,8881
Number of first-time buyer sales by Property Value,£250001 +,South East,Q3-2017,5065
Number of first-time buyer sales by Property Value,£250001 +,South East,Q3-2020,5076
Number of first-time buyer sales by Property Value,£250001 +,South East,Q3-2018,5258
Number of first-time buyer sales by Property Value,£250001 +,South East,Q3-2019,5723
Number of first-time buyer sales by Property Value,£250001 +,South East,Q3-2021,6104
Number of first-time buyer sales by Property Value,£250001 +,South East,Q4-2017,5075
Number of first-time buyer sales by Property Value,£250001 +,South East,Q4-2018,5248
Number of first-time buyer sales by Property Value,£250001 +,South East,Q4-2019,5638
Number of first-time buyer sales by Property Value,£250001 +,South East,Q4-2021,5972
Number of first-time buyer sales by Property Value,£250001 +,South East,Q4-2020,7063
Number of first-time buyer sales by Property Value,£250001 +,South West,Q1-2017,2147
Number of first-time buyer sales by Property Value,£250001 +,South West,Q1-2018,2620
Number of first-time buyer sales by Property Value,£250001 +,South West,Q1-2019,2683
Number of first-time buyer sales by Property Value,£250001 +,South West,Q1-2020,3037
Number of first-time buyer sales by Property Value,£250001 +,South West,Q1-2021,4929
Number of first-time buyer sales by Property Value,£250001 +,South West,Q2-2020,1989
Number of first-time buyer sales by Property Value,£250001 +,South West,Q2-2017,2872
Number of first-time buyer sales by Property Value,£250001 +,South West,Q2-2018,3324
Number of first-time buyer sales by Property Value,£250001 +,South West,Q2-2019,3537
Number of first-time buyer sales by Property Value,£250001 +,South West,Q2-2021,6122
Number of first-time buyer sales by Property Value,£250001 +,South West,Q3-2017,3174
Number of first-time buyer sales by Property Value,£250001 +,South West,Q3-2018,3564
Number of first-time buyer sales by Property Value,£250001 +,South West,Q3-2019,3697
Number of first-time buyer sales by Property Value,£250001 +,South West,Q3-2020,3859
Number of first-time buyer sales by Property Value,£250001 +,South West,Q3-2021,5055
Number of first-time buyer sales by Property Value,£250001 +,South West,Q4-2017,3172
Number of first-time buyer sales by Property Value,£250001 +,South West,Q4-2018,3685
Number of first-time buyer sales by Property Value,£250001 +,South West,Q4-2019,3839
Number of first-time buyer sales by Property Value,£250001 +,South West,Q4-2021,4782
Number of first-time buyer sales by Property Value,£250001 +,South West,Q4-2020,5442
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q1-2017,176
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q1-2019,189
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q1-2018,197
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q1-2020,227
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q1-2021,505
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q2-2020,119
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q2-2018,193
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q2-2017,208
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q2-2019,279
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q2-2021,653
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q3-2017,225
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q3-2018,230
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q3-2020,269
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q3-2019,302
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q3-2021,415
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q4-2017,234
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q4-2018,236
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q4-2019,309
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q4-2020,484
Number of first-time buyer sales by Property Value,£250001 +,Wales,Q4-2021,534
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q1-2017,627
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q1-2018,825
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q1-2019,939
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q1-2020,984
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q1-2021,1817
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q2-2020,608
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q2-2017,808
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q2-2018,1052
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q2-2019,1109
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q2-2021,1857
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q3-2017,904
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q3-2018,1096
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q3-2019,1179
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q3-2020,1297
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q3-2021,1692
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q4-2017,922
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q4-2018,1235
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q4-2019,1318
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q4-2021,1649
Number of first-time buyer sales by Property Value,£250001 +,West Midlands,Q4-2020,1887
Number of first-time buyer sales by Property Value,£250001 +,Yorkshire and The Humber,Q1-2017,356
Number of first-time buyer sales by Property Value,£250001 +,Yorkshire and The Humber,Q1-2019,421
Number of first-time buyer sales by Property Value,£250001 +,Yorkshire and The Humber,Q1-2018,429
Number of first-time buyer sales by Property Value,£250001 +,Yorkshire and The Humber,Q1-2020,570
Number of first-time buyer sales by Property Value,£250001 +,Yorkshire and The Humber,Q1-2021,1029
Number of first-time buyer sales by Property Value,£250001 +,Yorkshire and The Humber,Q2-2020,361
Number of first-time buyer sales by Property Value,£250001 +,Yorkshire and The Humber,Q2-2017,459
